date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity
2023-06-21,2023,6,21,chokepoint6,Strait of Hormuz,18,16,6,5,70,45,115,434565,553380,41866,13140,2234129,1042952,3277081
2023-06-22,2023,6,22,chokepoint6,Strait of Hormuz,24,16,7,3,65,50,115,615355,735092,23152,8424,4224072,1382025,5606098
2023-06-23,2023,6,23,chokepoint6,Strait of Hormuz,17,12,5,2,54,36,90,429157,407854,32485,8146,3102763,877642,3980405
2023-06-24,2023,6,24,chokepoint6,Strait of Hormuz,22,19,6,1,86,48,134,433437,594529,51046,7247,4681026,1086260,5767287
2023-06-25,2023,6,25,chokepoint6,Strait of Hormuz,23,12,5,3,55,43,98,749333,433187,27659,7247,3225487,1217428,4442915
2023-06-26,2023,6,26,chokepoint6,Strait of Hormuz,17,13,3,2,60,35,95,425697,509015,15539,6216,3008044,956469,3964514
2023-06-27,2023,6,27,chokepoint6,Strait of Hormuz,24,19,2,5,60,50,110,721290,937183,6272,5448,2793046,1670194,4463240
2023-06-28,2023,6,28,chokepoint6,Strait of Hormuz,20,19,1,6,73,46,119,443115,681038,994,0,3150994,1125147,4276142
2023-06-29,2023,6,29,chokepoint6,Strait of Hormuz,20,17,8,1,75,46,121,640011,343458,62719,847,3972057,1047036,5019094
2023-06-30,2023,6,30,chokepoint6,Strait of Hormuz,18,18,4,3,59,43,102,556989,691994,46095,3360,1787611,1298438,3086050
2023-07-01,2023,7,1,chokepoint6,Strait of Hormuz,14,17,8,1,70,40,110,481488,639877,50051,0,2862372,1171418,4033790
2023-07-02,2023,7,2,chokepoint6,Strait of Hormuz,17,15,9,0,73,41,114,585497,530866,42232,0,4199883,1158595,5358479
2023-07-03,2023,7,3,chokepoint6,Strait of Hormuz,13,14,4,4,59,35,94,396587,532022,8986,18284,4396761,955880,5352642
2023-07-04,2023,7,4,chokepoint6,Strait of Hormuz,16,15,5,1,56,37,93,616480,652869,9366,0,2884533,1278715,4163249
2023-07-05,2023,7,5,chokepoint6,Strait of Hormuz,18,19,8,4,97,49,146,595484,929078,41547,8638,4898618,1574748,6473367
2023-07-06,2023,7,6,chokepoint6,Strait of Hormuz,16,15,0,3,57,34,91,372879,249529,0,0,2693377,622408,3315786
2023-07-07,2023,7,7,chokepoint6,Strait of Hormuz,13,16,7,3,71,39,110,513771,443574,38845,6670,3338484,1002861,4341346
2023-07-08,2023,7,8,chokepoint6,Strait of Hormuz,9,11,9,0,47,29,76,247029,324986,80470,0,2783748,652486,3436234
2023-07-09,2023,7,9,chokepoint6,Strait of Hormuz,16,7,4,0,62,27,89,512241,178673,35837,0,2399992,726752,3126744
2023-07-10,2023,7,10,chokepoint6,Strait of Hormuz,24,15,6,0,79,45,124,868853,795586,46349,0,3891305,1710789,5602095
2023-07-11,2023,7,11,chokepoint6,Strait of Hormuz,14,23,9,1,74,47,121,422612,954644,35266,0,4127397,1412523,5539920
2023-07-12,2023,7,12,chokepoint6,Strait of Hormuz,10,13,7,2,42,32,74,228175,237677,20487,3621,1686366,489961,2176328
2023-07-13,2023,7,13,chokepoint6,Strait of Hormuz,24,22,5,3,81,54,135,665768,1137014,31754,0,3953893,1834536,5788429
2023-07-14,2023,7,14,chokepoint6,Strait of Hormuz,19,24,5,2,80,50,130,568529,867931,19229,0,3502551,1455689,4958241
2023-07-15,2023,7,15,chokepoint6,Strait of Hormuz,17,19,3,2,74,41,115,361996,406182,4896,0,3179714,773075,3952790
2023-07-16,2023,7,16,chokepoint6,Strait of Hormuz,12,11,5,1,63,29,92,272537,495673,10910,7213,2974464,786334,3760799
2023-07-17,2023,7,17,chokepoint6,Strait of Hormuz,23,18,6,2,67,49,116,487397,805430,57229,0,3609772,1350056,4959829
2023-07-18,2023,7,18,chokepoint6,Strait of Hormuz,14,16,3,1,57,34,91,366803,671359,36926,2746,2298885,1077835,3376720
2023-07-19,2023,7,19,chokepoint6,Strait of Hormuz,11,10,2,3,37,26,63,248558,458872,49443,6410,1886191,763285,2649476
2023-07-20,2023,7,20,chokepoint6,Strait of Hormuz,24,19,5,3,88,51,139,476157,512545,19452,6953,4540307,1015109,5555417
2023-07-21,2023,7,21,chokepoint6,Strait of Hormuz,20,14,9,1,77,44,121,605941,539879,36952,4382,2965342,1187155,4152497
2023-07-22,2023,7,22,chokepoint6,Strait of Hormuz,11,17,4,1,60,33,93,211687,266687,37895,3521,2691394,519791,3211185
2023-07-23,2023,7,23,chokepoint6,Strait of Hormuz,24,13,4,3,60,44,104,668993,409563,50895,4358,2692469,1133811,3826280
2023-07-24,2023,7,24,chokepoint6,Strait of Hormuz,13,18,2,0,71,33,104,310059,888994,2228,0,3966516,1201282,5167799
2023-07-25,2023,7,25,chokepoint6,Strait of Hormuz,13,11,2,3,50,29,79,458646,394068,5102,2696,2294501,860514,3155015
2023-07-26,2023,7,26,chokepoint6,Strait of Hormuz,12,14,5,1,43,32,75,431892,424418,31485,6492,1529898,894288,2424186
2023-07-27,2023,7,27,chokepoint6,Strait of Hormuz,15,14,3,4,46,36,82,336236,502048,25866,4827,3057441,868978,3926420
2023-07-28,2023,7,28,chokepoint6,Strait of Hormuz,13,12,4,1,51,30,81,341416,455520,25405,0,2600680,822342,3423022
2023-07-29,2023,7,29,chokepoint6,Strait of Hormuz,9,16,2,2,30,29,59,216851,527509,5525,0,1163691,749885,1913577
2023-07-30,2023,7,30,chokepoint6,Strait of Hormuz,15,19,4,3,65,41,106,374522,770987,16523,0,2528410,1162033,3690444
2023-07-31,2023,7,31,chokepoint6,Strait of Hormuz,20,25,2,2,93,49,142,609721,963715,15540,0,3940730,1588977,5529707
2023-08-01,2023,8,1,chokepoint6,Strait of Hormuz,15,11,2,0,72,28,100,325814,516930,4125,0,2979490,846870,3826360
2023-08-02,2023,8,2,chokepoint6,Strait of Hormuz,14,16,3,3,66,36,102,294806,616493,4808,4230,1894108,920339,2814448
2023-08-03,2023,8,3,chokepoint6,Strait of Hormuz,28,20,4,3,69,55,124,1059575,471691,49534,4949,3504411,1585751,5090162
2023-08-04,2023,8,4,chokepoint6,Strait of Hormuz,23,18,2,3,73,46,119,508501,695679,0,6962,2675935,1211143,3887078
2023-08-05,2023,8,5,chokepoint6,Strait of Hormuz,20,15,5,2,48,42,90,430615,542667,11529,0,2365948,984812,3350760
2023-08-06,2023,8,6,chokepoint6,Strait of Hormuz,15,16,4,1,59,36,95,350298,724254,14050,4309,3184994,1092913,4277908
2023-08-07,2023,8,7,chokepoint6,Strait of Hormuz,12,22,3,1,56,38,94,310637,668924,2566,0,2492795,982128,3474924
2023-08-08,2023,8,8,chokepoint6,Strait of Hormuz,21,14,11,4,65,50,115,625786,303318,48525,0,2803223,977629,3780852
2023-08-09,2023,8,9,chokepoint6,Strait of Hormuz,13,19,5,1,52,38,90,384073,552485,24226,0,2285632,960786,3246418
2023-08-10,2023,8,10,chokepoint6,Strait of Hormuz,27,17,6,1,73,51,124,834863,584063,34915,3661,2966042,1457504,4423546
2023-08-11,2023,8,11,chokepoint6,Strait of Hormuz,27,19,8,1,83,55,138,749894,631056,71491,3523,3522202,1455965,4978168
2023-08-12,2023,8,12,chokepoint6,Strait of Hormuz,18,19,3,3,89,43,132,494520,764434,39865,6486,4107095,1305307,5412402
2023-08-13,2023,8,13,chokepoint6,Strait of Hormuz,24,24,9,3,79,60,139,700181,831327,26739,3705,3584557,1561954,5146512
2023-08-14,2023,8,14,chokepoint6,Strait of Hormuz,30,19,3,3,76,55,131,758504,668140,8468,7375,3079828,1442489,4522317
2023-08-15,2023,8,15,chokepoint6,Strait of Hormuz,21,13,2,2,50,38,88,577046,255884,10299,6870,2176198,850100,3026298
2023-08-16,2023,8,16,chokepoint6,Strait of Hormuz,18,22,9,4,68,53,121,579712,566135,46655,4018,2588348,1196520,3784869
2023-08-17,2023,8,17,chokepoint6,Strait of Hormuz,16,15,2,1,66,34,100,421264,318277,25221,0,2826402,764762,3591165
2023-08-18,2023,8,18,chokepoint6,Strait of Hormuz,17,21,9,3,74,50,124,734585,673248,68453,7210,3783013,1483498,5266511
2023-08-19,2023,8,19,chokepoint6,Strait of Hormuz,17,20,7,4,77,48,125,408426,1172830,20430,4936,3579655,1606623,5186279
2023-08-20,2023,8,20,chokepoint6,Strait of Hormuz,28,18,3,2,74,51,125,661291,912392,11067,4482,3781747,1589233,5370981
2023-08-21,2023,8,21,chokepoint6,Strait of Hormuz,20,9,4,3,57,36,93,444818,301000,14910,5114,2779080,765844,3544925
2023-08-22,2023,8,22,chokepoint6,Strait of Hormuz,21,13,3,4,74,41,115,696267,830993,4560,3257,3252371,1535079,4787450
2023-08-23,2023,8,23,chokepoint6,Strait of Hormuz,15,16,2,7,52,40,92,496828,700425,24181,24744,2877438,1246179,4123617
2023-08-24,2023,8,24,chokepoint6,Strait of Hormuz,11,4,0,0,29,15,44,216571,429600,0,0,2171189,646171,2817361
2023-08-25,2023,8,25,chokepoint6,Strait of Hormuz,26,22,6,1,58,55,113,783686,652728,26346,0,2245226,1462761,3707987
2023-08-26,2023,8,26,chokepoint6,Strait of Hormuz,15,12,7,3,65,37,102,347159,492534,13182,5118,3320936,857995,4178931
2023-08-27,2023,8,27,chokepoint6,Strait of Hormuz,23,20,8,1,59,52,111,615275,626403,17570,2680,1910172,1261929,3172102
2023-08-28,2023,8,28,chokepoint6,Strait of Hormuz,30,20,3,2,74,55,129,860900,634688,3386,0,3633623,1498975,5132599
2023-08-29,2023,8,29,chokepoint6,Strait of Hormuz,27,11,4,1,79,43,122,807808,534386,12472,0,2519718,1354666,3874384
2023-08-30,2023,8,30,chokepoint6,Strait of Hormuz,16,17,7,1,53,41,94,434883,640009,37488,5617,2242978,1117998,3360977
2023-08-31,2023,8,31,chokepoint6,Strait of Hormuz,13,13,5,1,44,32,76,328002,395739,10157,0,1814292,733899,2548191
2023-09-01,2023,9,1,chokepoint6,Strait of Hormuz,11,14,3,2,35,30,65,420271,566909,10301,0,1256677,997482,2254160
2023-09-02,2023,9,2,chokepoint6,Strait of Hormuz,8,14,2,2,30,26,56,165892,396565,0,0,2046525,562458,2608983
2023-09-03,2023,9,3,chokepoint6,Strait of Hormuz,12,16,4,3,67,35,102,323640,863994,20917,0,2749574,1208551,3958125
2023-09-04,2023,9,4,chokepoint6,Strait of Hormuz,6,12,4,0,62,22,84,243894,451593,11051,0,2467161,706539,3173700
2023-09-05,2023,9,5,chokepoint6,Strait of Hormuz,26,18,8,0,73,52,125,801000,485002,48834,0,3342639,1334837,4677477
2023-09-06,2023,9,6,chokepoint6,Strait of Hormuz,23,16,10,1,82,50,132,536455,543321,68166,0,3994780,1147943,5142724
2023-09-07,2023,9,7,chokepoint6,Strait of Hormuz,19,19,7,8,77,53,130,574260,466208,23665,23455,3705777,1087590,4793367
2023-09-08,2023,9,8,chokepoint6,Strait of Hormuz,20,16,6,1,80,43,123,705667,601259,24245,5185,3566045,1336358,4902403
2023-09-09,2023,9,9,chokepoint6,Strait of Hormuz,13,12,2,3,62,30,92,297168,579154,7762,2049,2836321,886134,3722456
2023-09-10,2023,9,10,chokepoint6,Strait of Hormuz,16,12,1,2,56,31,87,346322,738006,14595,4169,2150468,1103094,3253562
2023-09-11,2023,9,11,chokepoint6,Strait of Hormuz,27,24,6,1,53,58,111,754560,963775,45574,0,3501939,1763909,5265849
2023-09-12,2023,9,12,chokepoint6,Strait of Hormuz,12,19,6,2,46,39,85,394696,451590,12260,0,1740118,858547,2598666
2023-09-13,2023,9,13,chokepoint6,Strait of Hormuz,20,21,4,3,79,48,127,457470,528611,13692,7064,3557952,1006838,4564791
2023-09-14,2023,9,14,chokepoint6,Strait of Hormuz,20,19,4,4,94,47,141,387725,519132,24674,0,5018863,931532,5950395
2023-09-15,2023,9,15,chokepoint6,Strait of Hormuz,18,18,3,1,59,40,99,479281,850978,24218,0,1764500,1354477,3118977
2023-09-16,2023,9,16,chokepoint6,Strait of Hormuz,18,17,5,5,52,45,97,409013,738074,31727,12026,2290475,1190841,3481316
2023-09-17,2023,9,17,chokepoint6,Strait of Hormuz,14,14,5,2,53,35,88,346728,495495,34426,0,2281987,876651,3158638
2023-09-18,2023,9,18,chokepoint6,Strait of Hormuz,19,20,3,4,77,46,123,617605,861817,8088,11813,3387634,1499325,4886959
2023-09-19,2023,9,19,chokepoint6,Strait of Hormuz,21,23,2,2,73,48,121,622016,397142,5750,10236,3432396,1035146,4467543
2023-09-20,2023,9,20,chokepoint6,Strait of Hormuz,27,18,5,1,73,51,124,829157,802126,44364,2427,4234171,1678076,5912248
2023-09-21,2023,9,21,chokepoint6,Strait of Hormuz,18,21,5,4,62,48,110,464539,926207,42647,11302,1919939,1444697,3364637
2023-09-22,2023,9,22,chokepoint6,Strait of Hormuz,8,9,2,4,49,23,72,370267,344784,6525,12991,1747663,734568,2482232
2023-09-23,2023,9,23,chokepoint6,Strait of Hormuz,12,14,5,2,51,33,84,370534,550382,9368,3414,2289506,933699,3223205
2023-09-24,2023,9,24,chokepoint6,Strait of Hormuz,19,10,0,0,55,29,84,446052,302829,0,0,2239462,748881,2988344
2023-09-25,2023,9,25,chokepoint6,Strait of Hormuz,16,10,5,2,58,33,91,416859,296288,47942,4013,2946230,765104,3711335
2023-09-26,2023,9,26,chokepoint6,Strait of Hormuz,13,9,6,2,57,30,87,428188,187734,22887,2035,2294702,640845,2935548
2023-09-27,2023,9,27,chokepoint6,Strait of Hormuz,22,26,6,5,76,59,135,678658,525686,25368,7828,3395128,1237540,4632669
2023-09-28,2023,9,28,chokepoint6,Strait of Hormuz,21,20,4,2,60,47,107,681556,481372,6446,3104,2523881,1172479,3696360
2023-09-29,2023,9,29,chokepoint6,Strait of Hormuz,23,18,11,3,84,55,139,672728,707469,49538,3431,3281975,1433167,4715142
2023-09-30,2023,9,30,chokepoint6,Strait of Hormuz,15,20,11,3,61,49,110,429438,670728,52139,11963,2595484,1164270,3759754
2023-10-01,2023,10,1,chokepoint6,Strait of Hormuz,17,24,5,2,75,48,123,467652,849168,11964,0,3034634,1328785,4363419
2023-10-02,2023,10,2,chokepoint6,Strait of Hormuz,15,15,2,3,48,35,83,448696,508811,6748,0,2709561,964256,3673817
2023-10-03,2023,10,3,chokepoint6,Strait of Hormuz,16,13,4,3,63,36,99,595534,570789,13883,6049,3268028,1186256,4454284
2023-10-04,2023,10,4,chokepoint6,Strait of Hormuz,15,9,4,2,57,30,87,500876,250713,24136,6035,2407648,781761,3189409
2023-10-05,2023,10,5,chokepoint6,Strait of Hormuz,22,16,8,3,82,49,131,494671,410492,47362,4880,3212601,957407,4170009
2023-10-06,2023,10,6,chokepoint6,Strait of Hormuz,18,15,10,3,91,46,137,467748,458626,74884,8161,4314111,1009422,5323533
2023-10-07,2023,10,7,chokepoint6,Strait of Hormuz,19,20,9,1,58,49,107,563512,1221163,42696,0,2688339,1827372,4515711
2023-10-08,2023,10,8,chokepoint6,Strait of Hormuz,15,15,5,5,84,40,124,268151,553183,4920,8188,3452036,834443,4286480
2023-10-09,2023,10,9,chokepoint6,Strait of Hormuz,21,22,5,2,74,50,124,658229,625746,18655,2236,3753567,1304867,5058435
2023-10-10,2023,10,10,chokepoint6,Strait of Hormuz,14,11,2,0,45,27,72,481117,573881,8013,0,2633335,1063012,3696348
2023-10-11,2023,10,11,chokepoint6,Strait of Hormuz,14,16,5,4,56,39,95,188401,440270,19512,9722,2519862,657908,3177770
2023-10-12,2023,10,12,chokepoint6,Strait of Hormuz,12,20,3,0,48,35,83,335792,486390,11771,0,2178623,833954,3012578
2023-10-13,2023,10,13,chokepoint6,Strait of Hormuz,24,6,10,3,60,43,103,777150,144943,47189,5042,1844039,974326,2818366
2023-10-14,2023,10,14,chokepoint6,Strait of Hormuz,24,12,10,3,63,49,112,936820,414498,29175,9884,3425232,1390378,4815611
2023-10-15,2023,10,15,chokepoint6,Strait of Hormuz,18,16,7,4,69,45,114,550767,407287,25395,13290,3876657,996740,4873398
2023-10-16,2023,10,16,chokepoint6,Strait of Hormuz,25,23,1,1,55,50,105,896535,585629,0,0,2656976,1482164,4139140
2023-10-17,2023,10,17,chokepoint6,Strait of Hormuz,14,13,2,2,49,31,80,437684,331069,5011,5042,1207586,778809,1986395
2023-10-18,2023,10,18,chokepoint6,Strait of Hormuz,6,10,1,1,38,18,56,221829,332773,6925,4318,3043765,565846,3609611
2023-10-19,2023,10,19,chokepoint6,Strait of Hormuz,20,20,5,2,59,47,106,643218,710740,32649,13538,4219257,1400147,5619405
2023-10-20,2023,10,20,chokepoint6,Strait of Hormuz,22,18,5,1,74,46,120,609749,674987,12283,0,3177047,1297020,4474068
2023-10-21,2023,10,21,chokepoint6,Strait of Hormuz,13,21,6,3,61,43,104,446542,764066,32486,8284,2474071,1251379,3725451
2023-10-22,2023,10,22,chokepoint6,Strait of Hormuz,19,17,5,4,41,45,86,588880,489663,17621,17007,2351101,1113172,3464273
2023-10-23,2023,10,23,chokepoint6,Strait of Hormuz,15,15,6,1,57,37,94,568540,571599,44943,6492,2272067,1191576,3463644
2023-10-24,2023,10,24,chokepoint6,Strait of Hormuz,19,13,6,3,57,41,98,625426,494345,34568,9097,2269760,1163438,3433198
2023-10-25,2023,10,25,chokepoint6,Strait of Hormuz,21,13,6,6,55,46,101,644118,570908,17655,11490,2329104,1244173,3573277
2023-10-26,2023,10,26,chokepoint6,Strait of Hormuz,13,9,4,2,41,28,69,215259,346203,20119,0,894073,581582,1475655
2023-10-27,2023,10,27,chokepoint6,Strait of Hormuz,12,22,2,4,47,40,87,294324,1003781,18354,0,1944925,1316461,3261387
2023-10-28,2023,10,28,chokepoint6,Strait of Hormuz,8,19,4,5,39,36,75,283744,796650,40694,4912,1655734,1126002,2781736
2023-10-29,2023,10,29,chokepoint6,Strait of Hormuz,11,13,5,2,34,31,65,392335,542026,40719,4008,2055946,979089,3035036
2023-10-30,2023,10,30,chokepoint6,Strait of Hormuz,16,26,3,3,84,48,132,725962,1083195,8235,4008,3765395,1821401,5586796
2023-10-31,2023,10,31,chokepoint6,Strait of Hormuz,17,24,2,3,68,46,114,467671,966011,8528,6326,3627066,1448537,5075604
2023-11-01,2023,11,1,chokepoint6,Strait of Hormuz,18,13,6,2,72,39,111,453024,555613,14256,4189,2527510,1027083,3554594
2023-11-02,2023,11,2,chokepoint6,Strait of Hormuz,15,12,2,3,52,32,84,433828,260495,1177,4912,1664167,700414,2364581
2023-11-03,2023,11,3,chokepoint6,Strait of Hormuz,13,12,4,1,56,30,86,385662,569794,13093,0,2126743,968550,3095294
2023-11-04,2023,11,4,chokepoint6,Strait of Hormuz,10,13,6,0,22,29,51,489960,773220,12987,0,1292319,1276169,2568488
2023-11-05,2023,11,5,chokepoint6,Strait of Hormuz,8,16,5,1,46,30,76,254362,610752,28793,8665,2077133,902573,2979707
2023-11-06,2023,11,6,chokepoint6,Strait of Hormuz,8,5,3,0,29,16,45,332337,162524,3902,0,2076666,498765,2575432
2023-11-07,2023,11,7,chokepoint6,Strait of Hormuz,13,9,2,1,32,25,57,333636,297062,2833,0,1014890,633532,1648423
2023-11-08,2023,11,8,chokepoint6,Strait of Hormuz,8,16,4,2,46,30,76,316392,560760,20271,2880,2364394,900304,3264699
2023-11-09,2023,11,9,chokepoint6,Strait of Hormuz,9,7,4,4,41,24,65,170875,96774,17613,3669,2264850,288933,2553784
2023-11-10,2023,11,10,chokepoint6,Strait of Hormuz,19,19,4,2,59,44,103,409840,579639,14338,1111,2799288,1004930,3804218
2023-11-11,2023,11,11,chokepoint6,Strait of Hormuz,13,19,5,3,81,40,121,391445,401628,72525,6709,3672758,872308,4545066
2023-11-12,2023,11,12,chokepoint6,Strait of Hormuz,15,22,7,3,77,47,124,346951,425532,15179,0,3107665,787663,3895328
2023-11-13,2023,11,13,chokepoint6,Strait of Hormuz,19,21,6,3,77,49,126,530816,612130,12671,1377,2365075,1156995,3522071
2023-11-14,2023,11,14,chokepoint6,Strait of Hormuz,18,14,4,3,74,39,113,541440,401269,19074,2513,4192408,964298,5156707
2023-11-15,2023,11,15,chokepoint6,Strait of Hormuz,9,17,3,1,48,30,78,328778,656899,15039,1910,1464002,1002627,2466630
2023-11-16,2023,11,16,chokepoint6,Strait of Hormuz,11,17,2,4,38,34,72,438357,540165,9188,1910,2592078,989620,3581699
2023-11-17,2023,11,17,chokepoint6,Strait of Hormuz,15,18,1,0,48,34,82,523280,546384,4725,0,2534031,1074391,3608422
2023-11-18,2023,11,18,chokepoint6,Strait of Hormuz,12,14,7,0,56,33,89,258013,466293,34409,0,2292145,758716,3050862
2023-11-19,2023,11,19,chokepoint6,Strait of Hormuz,11,17,4,4,34,36,70,369460,550262,33625,9670,1278090,963019,2241110
2023-11-20,2023,11,20,chokepoint6,Strait of Hormuz,10,14,1,2,49,27,76,281654,636830,14964,0,1442930,933448,2376379
2023-11-21,2023,11,21,chokepoint6,Strait of Hormuz,10,12,3,3,49,28,77,493406,639817,15943,15062,2160121,1164230,3324351
2023-11-22,2023,11,22,chokepoint6,Strait of Hormuz,9,15,1,2,43,27,70,284181,693286,23084,0,1223317,1000552,2223869
2023-11-23,2023,11,23,chokepoint6,Strait of Hormuz,11,7,3,1,28,22,50,276714,142875,52646,0,937892,472235,1410128
2023-11-24,2023,11,24,chokepoint6,Strait of Hormuz,11,17,3,2,52,33,85,279447,654008,35447,6349,1779344,975253,2754597
2023-11-25,2023,11,25,chokepoint6,Strait of Hormuz,12,11,4,0,44,27,71,397825,500237,12002,0,2336066,910064,3246131
2023-11-26,2023,11,26,chokepoint6,Strait of Hormuz,8,8,2,0,52,18,70,275452,245918,1932,0,3577174,523303,4100478
2023-11-27,2023,11,27,chokepoint6,Strait of Hormuz,10,8,4,2,39,24,63,416888,263721,1958,0,2616653,682567,3299221
2023-11-28,2023,11,28,chokepoint6,Strait of Hormuz,13,11,3,1,47,28,75,365037,290219,9196,4409,2655951,668863,3324814
2023-11-29,2023,11,29,chokepoint6,Strait of Hormuz,15,16,3,3,48,37,85,398185,525795,20079,12243,2639475,956304,3595780
2023-11-30,2023,11,30,chokepoint6,Strait of Hormuz,7,10,1,1,47,19,66,212474,370069,0,0,2070994,582543,2653538
2023-12-01,2023,12,1,chokepoint6,Strait of Hormuz,12,7,2,3,34,24,58,324249,50589,3537,2231,1831329,380608,2211937
2023-12-02,2023,12,2,chokepoint6,Strait of Hormuz,8,8,2,2,32,20,52,226503,408124,1574,11994,1908841,648196,2557037
2023-12-03,2023,12,3,chokepoint6,Strait of Hormuz,13,21,6,1,68,41,109,537233,770836,55100,0,3871351,1363170,5234522
2023-12-04,2023,12,4,chokepoint6,Strait of Hormuz,10,25,5,4,61,44,105,275133,907911,41572,5678,2794981,1230295,4025276
2023-12-05,2023,12,5,chokepoint6,Strait of Hormuz,16,11,6,4,63,37,100,412440,357522,18060,10660,3046375,798682,3845058
2023-12-06,2023,12,6,chokepoint6,Strait of Hormuz,22,5,5,3,61,35,96,572872,141431,27620,4318,2417967,746243,3164210
2023-12-07,2023,12,7,chokepoint6,Strait of Hormuz,18,17,2,3,57,40,97,439501,619282,20129,3160,3552027,1082073,4634101
2023-12-08,2023,12,8,chokepoint6,Strait of Hormuz,8,9,2,0,30,19,49,286330,288588,8956,0,703313,583874,1287188
2023-12-09,2023,12,9,chokepoint6,Strait of Hormuz,10,9,2,1,39,22,61,246487,189276,4533,0,2318097,440297,2758394
2023-12-10,2023,12,10,chokepoint6,Strait of Hormuz,9,21,3,3,56,36,92,284664,587737,7483,6292,1474713,886177,2360891
2023-12-11,2023,12,11,chokepoint6,Strait of Hormuz,15,11,3,1,52,30,82,660041,437531,14185,3164,1818775,1114922,2933697
2023-12-12,2023,12,12,chokepoint6,Strait of Hormuz,10,16,3,3,58,32,90,276370,823631,15829,4013,2297669,1119845,3417515
2023-12-13,2023,12,13,chokepoint6,Strait of Hormuz,9,17,5,3,41,34,75,242549,511868,16993,7417,1085290,778828,1864119
2023-12-14,2023,12,14,chokepoint6,Strait of Hormuz,11,13,6,5,41,35,76,212772,608220,35689,12007,2238260,868690,3106950
2023-12-15,2023,12,15,chokepoint6,Strait of Hormuz,13,11,2,2,53,28,81,472991,304867,6258,1215,2455996,785332,3241328
2023-12-16,2023,12,16,chokepoint6,Strait of Hormuz,10,10,2,1,26,23,49,225374,337487,20509,0,1359534,583371,1942906
2023-12-17,2023,12,17,chokepoint6,Strait of Hormuz,9,10,4,3,36,26,62,264683,361109,35151,5373,1775413,666318,2441731
2023-12-18,2023,12,18,chokepoint6,Strait of Hormuz,14,8,4,3,42,29,71,553475,346134,19123,13545,1970018,932278,2902296
